"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OR","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"RI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"SC","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"SD","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"TN","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"TX","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","100","","10/01/2013","09/30/2014"
"UT","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"VA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WA","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WI","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WV","Children's Asthma","Systemic Corticosteroids for Inpatient Asthma","CAC_2","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AK","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AL","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AR","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"CA","Children's Asthma","Home Management Plan of Care Document","CAC_3","83","","10/01/2013","09/30/2014"
"CO","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"CT","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"DC","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"DE","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"FL","Children's Asthma","Home Management Plan of Care Document","CAC_3","97","","10/01/2013","09/30/2014"
"GA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"HI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"ID","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"IL","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"IN","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"KS","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"KY","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"LA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MD","Children's Asthma","Home Management Plan of Care Document","CAC_3","98","","10/01/2013","09/30/2014"
"MI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MN","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MO","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NC","Children's Asthma","Home Management Plan of Care Document","CAC_3","96","","10/01/2013","09/30/2014"
"NE","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NJ","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NM","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NV","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"NY","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"OH","Children's Asthma","Home Management Plan of Care Document","CAC_3","86","","10/01/2013","09/30/2014"
"OK","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"OR","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"PR","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"RI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"SC","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"SD","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"TN","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"TX","Children's Asthma","Home Management Plan of Care Document","CAC_3","95","","10/01/2013","09/30/2014"
"UT","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"VA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WA","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WI","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"WV","Children's Asthma","Home Management Plan of Care Document","CAC_3","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AK","Emergency Department","ED1","ED_1b","279","","10/01/2013","09/30/2014"
"AL","Emergency Department","ED1","ED_1b","240","","10/01/2013","09/30/2014"
"AR","Emergency Department","ED1","ED_1b","218","","10/01/2013","09/30/2014"
"AS","Emergency Department","ED1","ED_1b","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"AZ","Emergency Department","ED1","ED_1b","286","","10/01/2013","09/30/2014"
"CA","Emergency Department","ED1","ED_1b","327","","10/01/2013","09/30/2014"
"CO","Emergency Department","ED1","ED_1b","241","","10/01/2013","09/30/2014"
"CT","Emergency Department","ED1","ED_1b","352","","10/01/2013","09/30/2014"
"DC","Emergency Department","ED1","ED_1b","479","","10/01/2013","09/30/2014"
"DE","Emergency Department","ED1","ED_1b","396","","10/01/2013","09/30/2014"
"FL","Emergency Department","ED1","ED_1b","283","","10/01/2013","09/30/2014"
"GA","Emergency Department","ED1","ED_1b","282","","10/01/2013","09/30/2014"
"GU","Emergency Department","ED1","ED_1b","612","","10/01/2013","09/30/2014"
"HI","Emergency Department","ED1","ED_1b","300","","10/01/2013","09/30/2014"
"IA","Emergency Department","ED1","ED_1b","207","","10/01/2013","09/30/2014"
"ID","Emergency Department","ED1","ED_1b","237","","10/01/2013","09/30/2014"
"IL","Emergency Department","ED1","ED_1b","263","","10/01/2013","09/30/2014"
"IN","Emergency Department","ED1","ED_1b","236","","10/01/2013","09/30/2014"
"KS","Emergency Department","ED1","ED_1b","184","","10/01/2013","09/30/2014"
"KY","Emergency Department","ED1","ED_1b","242","","10/01/2013","09/30/2014"
"LA","Emergency Department","ED1","ED_1b","252","","10/01/2013","09/30/2014"
"MA","Emergency Department","ED1","ED_1b","319","","10/01/2013","09/30/2014"
"MD","Emergency Department","ED1","ED_1b","353","","10/01/2013","09/30/2014"
"ME","Emergency Department","ED1","ED_1b","290","","10/01/2013","09/30/2014"
"MI","Emergency Department","ED1","ED_1b","287","","10/01/2013","09/30/2014"
"MN","Emergency Department","ED1","ED_1b","205","","10/01/2013","09/30/2014"
"MO","Emergency Department","ED1","ED_1b","238","","10/01/2013","09/30/2014"
"MP","Emergency Department","ED1","ED_1b","Not Available","5 - Results are not available for this reporting period.","10/01/2013","09/30/2014"
"MS","Emergency Department","ED1","ED_1b","219","","10/01/2013","09/30/2014"
"MT","Emergency Department","ED1","ED_1b","215","","10/01/2013","09/30/2014"
"NC","Emergency Department","ED1","ED_1b","288","","10/01/2013","09/30/2014"
"ND","Emergency Department","ED1","ED_1b","199","","10/01/2013","09/30/2014"
"NE","Emergency Department","ED1","ED_1b","207","","10/01/2013","09/30/2014"
"NH","Emergency Department","ED1","ED_1b","291","","10/01/2013","09/30/2014"
"NJ","Emergency Department","ED1","ED_1b","357","","10/01/2013","09/30/2014"
"NM","Emergency Department","ED1","ED_1b","296","","10/01/2013","09/30/2014"
"NV","Emergency Department","ED1","ED_1b","344","","10/01/2013","09/30/2014"
"NY","Emergency Department","ED1","ED_1b","375","","10/01/2013","09/30/2014"
"OH","Emergency Department","ED1","ED_1b","263","","10/01/2013","09/30/2014"
"OK","Emergency Department","ED1","ED_1b","212","","10/01/2013","09/30/2014"
"OR","Emergency Department","ED1","ED_1b","242","","10/01/2013","09/30/2014"
"PA","Emergency Department","ED1","ED_1b","271","","10/01/2013","09/30/2014"
"PR","Emergency Department","ED1","ED_1b","900","","10/01/2013","09/30/2014"
"RI","Emergency Department","ED1","ED_1b","313","","10/01/2013","09/30/2014"
