Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,SCIP-Inf-1 Performance Rate,SCIP-Inf-1 Achievement Points,SCIP-Inf-1 Improvement Points,SCIP-Inf-1 Measure Score,SCIP-Inf-2 Performance Rate,SCIP-Inf-2 Achievement Points,SCIP-Inf-2 Improvement Points,SCIP-Inf-2 Measure Score,SCIP-Inf-3 Performance Rate,SCIP-Inf-3 Achievement Points,SCIP-Inf-3 Improvement Points,SCIP-Inf-3 Measure Score,SCIP-Inf-4 Performance Rate,SCIP-Inf-4 Achievement Points,SCIP-Inf-4 Improvement Points,SCIP-Inf-4 Measure Score,SCIP-Inf-9 Performance Rate,SCIP-Inf-9 Achievement Points,SCIP-Inf-9 Improvement Points,SCIP-Inf-9 Measure Score,HAI Condition/Procedure Score
"100223","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DR","Ft Walton Beach","FL","32547","OKALOOSA","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99728","8 out of 10","6 out of 9","8 out of 10","0.99715","8 out of 10","8 out of 9","8 out of 10","0.99010","8 out of 10","5 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","44"
"100224","UNIVERSITY HOSPITAL AND MEDICAL CENTER","7201 N UNIVERSITY DR","Tamarac","FL","33321","BROWARD","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99485","8 out of 10","0 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","38"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","Orange Park","FL","32073","CLAY","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","50"
"100228","WESTSIDE REGIONAL MEDICAL CENTER","8201 W BROWARD BLVD","Plantation","FL","33324","BROWARD","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99104","4 out of 10","0 out of 9","4 out of 10","0.99068","6 out of 10","0 out of 9","6 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99065","8 out of 10","0 out of 9","8 out of 10","38"
"100230","MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN ST","Pembroke Pines","FL","33024","BROWARD","0.99462","6 out of 10","0 out of 9","6 out of 10","0.99462","6 out of 10","4 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","32"
"100231","WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","Pensacola","FL","32514","ESCAMBIA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","50"
"100232","PUTNAM COMMUNITY MEDICAL CENTER","611 ZEAGLER DR","Palatka","FL","32177","PUTNAM","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98462","0 out of 10","3 out of 9","3 out of 10","0.97692","1 out of 10","0 out of 9","1 out of 10","Not Available","Not Available","Not Available","Not Available","0.91026","0 out of 10","6 out of 9","6 out of 10","20"
"100234","WEST PALM HOSPITAL","2201 45TH ST","West Palm Beach","FL","33407","PALM BEACH","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"100236","FAWCETT MEMORIAL HOSPITAL","21298 OLEAN BLVD","Port Charlotte","FL","33952","CHARLOTTE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98986","3 out of 10","0 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","Not Available","10 out of 10","0.99724","9 out of 10","7 out of 9","9 out of 10","42"
"100238","NORTHSIDE HOSPITAL","6000 49TH ST N","Saint Petersburg","FL","33709","PINELLAS","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97674","1 out of 10","0 out of 9","1 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98099","6 out of 10","0 out of 9","6 out of 10","37"
"100239","EDWARD WHITE HOSPITAL","2323 9TH AVE N","Saint Petersburg","FL","33713","PINELLAS","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98438","4 out of 10","1 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.97810","6 out of 10","5 out of 9","6 out of 10","30"
"100242","GULF COAST REGIONAL MEDICAL CENTER","449 W 23RD ST","Panama City","FL","32405","BAY","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98901","6 out of 10","0 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","36"
"100243","BRANDON REGIONAL HOSPITAL","119 OAKFIELD DR","Brandon","FL","33511","HILLSBOROUGH","0.99344","5 out of 10","5 out of 9","5 out of 10","0.99781","8 out of 10","8 out of 9","8 out of 10","0.99318","7 out of 10","4 out of 9","7 out of 10","0.99200","8 out of 10","5 out of 9","8 out of 10","0.99742","9 out of 10","8 out of 9","9 out of 10","37"
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","Cape Coral","FL","33990","LEE","0.99329","5 out of 10","6 out of 9","6 out of 10","0.97315","0 out of 10","8 out of 9","8 out of 10","0.91197","0 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available","0.93007","0 out of 10","7 out of 9","7 out of 10","25"
"100246","LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE","1700 S 23RD ST","Fort Pierce","FL","34950","ST. LUCIE","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99446","8 out of 10","0 out of 9","8 out of 10","0.99134","8 out of 10","5 out of 9","8 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","46"
"100248","LARGO MEDICAL CENTER","201 14TH ST SW","Largo","FL","33770","PINELLAS","0.99435","6 out of 10","2 out of 9","6 out of 10","0.99718","8 out of 10","4 out of 9","8 out of 10","0.98830","5 out of 10","0 out of 9","5 out of 10","0.97222","4 out of 10","0 out of 9","4 out of 10","0.99038","8 out of 10","5 out of 9","8 out of 10","31"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","Crystal River","FL","34428","CITRUS","0.95881","0 out of 10","0 out of 9","0 out of 10","0.99008","3 out of 10","4 out of 9","4 out of 10","0.98835","5 out of 10","0 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available","0.97849","6 out of 10","5 out of 9","6 out of 10","15"
"100252","RAULERSON HOSPITAL","1796 HWY 441 NORTH","Okeechobee","FL","34972","OKEECHOBEE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","40"
"100253","JUPITER MEDICAL CENTER","1210 S OLD DIXIE HWY","Jupiter","FL","33458","PALM BEACH","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99697","7 out of 10","8 out of 9","8 out of 10","0.99694","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","37"
"100254","CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","Tallahassee","FL","32308","LEON","0.99747","8 out of 10","0 out of 9","8 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99740","9 out of 10","0 out of 9","9 out of 10","0.94340","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","37"
"100255","TAMPA COMMUNITY HOSPITAL","6001 WEBB RD","Tampa","FL","33615","HILLSBOROUGH","0.97115","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99000","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","0.94521","0 out of 10","0 out of 9","0 out of 10","17"
"100256","REGIONAL MEDICAL CENTER BAYONET POINT","14000 FIVAY RD","Hudson","FL","34667","PASCO","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99713","8 out of 10","0 out of 9","8 out of 10","0.98485","4 out of 10","0 out of 9","4 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99724","9 out of 10","0 out of 9","9 out of 10","41"
"100258","DELRAY MEDICAL CENTER","5352 LINTON BLVD","Delray Beach","FL","33484","PALM BEACH","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96667","2 out of 10","0 out of 9","2 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","42"
"100259","SOUTH BAY HOSPITAL","4016 SUN CITY CENTER BLVD","Sun City Center","FL","33573","HILLSBOROUGH","0.98995","3 out of 10","3 out of 9","3 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99487","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99647","9 out of 10","7 out of 9","9 out of 10","30"
"100260","ST LUCIE MEDICAL CENTER","1800 SE TIFFANY AVE","Port Saint Lucie","FL","34952","ST. LUCIE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"100264","OAK HILL HOSPITAL","11375 CORTEZ BLVD","Brooksville","FL","34613","HERNANDO","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99718","8 out of 10","1 out of 9","8 out of 10","0.99417","7 out of 10","0 out of 9","7 out of 10","0.98095","6 out of 10","0 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","41"
"100265","MEASE COUNTRYSIDE HOSPITAL","3231 MCMULLEN BOOTH RD","Safety Harbor","FL","34695","PINELLAS","0.97936","0 out of 10","0 out of 9","0 out of 10","0.99771","8 out of 10","8 out of 9","8 out of 10","0.99297","7 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.98858","8 out of 10","6 out of 9","8 out of 10","24"
"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","Gulf Breeze","FL","32561","SANTA ROSA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99522","8 out of 10","0 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","38"
"100267","ENGLEWOOD COMMUNITY HOSPITAL","700 MEDICAL BLVD","Englewood","FL","34223","SARASOTA","1.00000","10 out of 10","0 out of 9","10 out of 10","0.98876","2 out of 10","6 out of 9","6 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","36"
"100268","WEST BOCA MEDICAL CENTER","21644 STATE RD 7","Boca Raton","FL","33428","PALM BEACH","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","0.96610","4 out of 10","4 out of 9","4 out of 10","34"
"100269","PALMS WEST HOSPITAL","13001 SOUTHERN BLVD","Loxahatchee","FL","33470","PALM BEACH","0.99563","7 out of 10","4 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99474","8 out of 10","0 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","35"
"100275","WELLINGTON REGIONAL MEDICAL CENTER","10101 FOREST HILL BLVD","Wellington","FL","33414","PALM BEACH","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98367","0 out of 10","5 out of 9","5 out of 10","0.99561","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99638","9 out of 10","9 out of 9","9 out of 10","32"
"100276","BROWARD HEALTH CORAL SPRINGS","3000 CORAL HILLS DR","Coral Springs","FL","33065","BROWARD","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99281","7 out of 10","0 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","37"
"100281","MEMORIAL HOSPITAL WEST","703 N FLAMINGO RD","Pembroke Pines","FL","33028","BROWARD","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99667","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","38"
"100285","MEMORIAL HOSPITAL MIRAMAR","1901 SW 172ND AVE","Miramar","FL","33029","BROWARD","1.00000","10 out of 10","0 out of 9","10 out of 10","0.99324","5 out of 10","0 out of 9","5 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","35"
"100286","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","6101 PINE RIDGE ROAD","Naples","FL","34119","COLLIER","0.98890","2 out of 10","0 out of 9","2 out of 10","0.93835","0 out of 10","0 out of 9","0 out of 10","0.93520","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.99045","8 out of 10","0 out of 9","8 out of 10","10"
"100287","GOOD SAMARITAN MEDICAL CENTER","1309 N FLAGLER DR","West Palm Beach","FL","33401","PALM BEACH","0.99234","4 out of 10","5 out of 9","5 out of 10","0.98077","0 out of 10","3 out of 9","3 out of 10","0.99576","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.99580","9 out of 10","7 out of 9","9 out of 10","25"
"100288","ST MARY'S MEDICAL CENTER","901 45TH ST","West Palm Beach","FL","33407","PALM BEACH","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97500","0 out of 10","0 out of 9","0 out of 10","0.98964","6 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","27"
"100289","CLEVELAND CLINIC HOSPITAL","3100 WESTON RD","Weston","FL","33331","BROWARD","0.98722","1 out of 10","6 out of 9","6 out of 10","0.99357","5 out of 10","0 out of 9","5 out of 10","0.98000","2 out of 10","5 out of 9","5 out of 10","0.96063","1 out of 10","0 out of 9","1 out of 10","0.97351","5 out of 10","6 out of 9","6 out of 10","23"
"100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL","The Villages","FL","32159","SUMTER","0.98851","2 out of 10","0 out of 9","2 out of 10","0.98844","2 out of 10","6 out of 9","6 out of 10","0.98813","5 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","0.92029","0 out of 10","4 out of 9","4 out of 10","20"
"100291","WUESTHOFF MEDICAL CENTER - MELBOURNE","250 NORTH WICKHAM ROAD","Melbourne","FL","32935","BREVARD","0.98859","2 out of 10","4 out of 9","4 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.91270","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98069","6 out of 10","3 out of 9","6 out of 10","20"
"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","Destin","FL","32550","WALTON","0.99669","7 out of 10","0 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96990","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98625","7 out of 10","2 out of 9","7 out of 10","24"
"100296","DOCTORS HOSPITAL INC","5000 UNIVERSITY DR","Coral Gables","FL","33146","DADE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99695","8 out of 10","0 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","38"
"100299","LAKEWOOD RANCH MEDICAL CENTER","8330 LAKEWOOD RANCH BLVD","Bradenton","FL","34202","MANATEE","0.96333","0 out of 10","1 out of 9","1 out of 10","0.99333","5 out of 10","6 out of 9","6 out of 10","0.97643","1 out of 10","3 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available","0.97436","5 out of 10","1 out of 9","5 out of 10","15"
"100302","ST CLOUD REGIONAL MEDICAL CENTER","2906 17TH STREET","Saint Cloud","FL","34769","OSCEOLA","0.96667","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","0.92308","0 out of 10","0 out of 9","0 out of 10","Not Available","Not Available","Not Available","Not Available","0.98000","6 out of 10","6 out of 9","6 out of 10","16"
"100307","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","4201 BELFORT RD","Jacksonville","FL","32216","DUVAL","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","40"
"100313","SACRED HEART HOSPITAL ON THE GULF","3801 E HWY 98","Port Saint Joe","FL","32456","GULF","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100314","WEST KENDALL BAPTIST HOSPITAL","9555 SW 162 AVE","Miami","FL","33196","DADE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","40"
"100315","VIERA HOSPITAL","8745 N WICKHAM RD","Melbourne","FL","32940","BREVARD","1.00000","10 out of 10","Not Available","10 out of 10","0.99754","8 out of 10","Not Available","8 out of 10","0.99010","6 out of 10","Not Available","6 out of 10","Not Available","Not Available","Not Available","Not Available","0.99810","9 out of 10","Not Available","9 out of 10","33"
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","Palm Bay","FL","32907","BREVARD","0.99620","7 out of 10","Not Available","7 out of 10","1.00000","10 out of 10","Not Available","10 out of 10","0.99237","7 out of 10","Not Available","7 out of 10","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","34"
