Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"310061","LOURDES MEDICAL CENTER OF BURLINGTON COUNTY","218A SUNSET ROAD","WILLINGBORO","NJ","08046","BURLINGTON","Hours of physical-restraint use","0.21","41.84","8247","","Not Available","0","0","7","Not Available","0","0","7","0.21","41.84","8129","","0.00","0","118","","Hours of seclusion","0.00","0","8247","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","8129","","0.00","0","118","","Patients discharged on multiple antipsychotic medications","9.21","49","532","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","78.26","36","46","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.84","684","692","","Not Available","0","0","7","Not Available","0","0","7","98.82","672","680","","100.00","12","12","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","98.41","681","692","","Not Available","0","0","7","Not Available","0","0","7","98.38","669","680","","100.00","12","12","","04/01/2013","12/31/2013"
"310073","JERSEY SHORE UNIVERSITY MEDICAL CENTER","1945 RTE 33","NEPTUNE","NJ","07754","MONMOUTH","Hours of physical-restraint use","0.22","36.17","6737","","Not Available","0","0","7","Not Available","0","0","7","0.26","36.17","5730","","0.00","0","1007","","Hours of seclusion","0.00","0","6737","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","5730","","0.00","0","1007","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","4.66","16","343","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"310074","JERSEY CITY MEDICAL CENTER","355 GRAND STREET","JERSEY CITY","NJ","07302","HUDSON","Hours of physical-restraint use","0.24","43.18","7349","","Not Available","0","0","7","Not Available","0","0","7","0.26","43.18","6992","","0.00","0","357","","Hours of seclusion","0.03","5.5","7349","","Not Available","0","0","7","Not Available","0","0","7","0.03","5.5","6992","","0.00","0","357","","Patients discharged on multiple antipsychotic medications","11.21","25","223","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00","271","271","","Not Available","0","0","7","Not Available","0","0","7","100.00","237","237","","100.00","34","34","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","271","271","","Not Available","0","0","7","Not Available","0","0","7","100.00","237","237","","100.00","34","34","","04/01/2013","12/31/2013"
"310075","MONMOUTH MEDICAL CENTER","300 SECOND AVENUE","LONG BRANCH","NJ","07740","MONMOUTH","Hours of physical-restraint use","0.08","28.49","14017","","0.06","1.38","920","","0.07","5.3","3146","","0.10","21.81","9506","","0.00","0","445","","Hours of seclusion","0.00",".25","14017","","0.00","0","920","","0.00",".25","3146","","0.00","0","9506","","0.00","0","445","","Patients discharged on multiple antipsychotic medications","7.19","30","417","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","72.41","21","29","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.22","637","662","","97.14","136","140","","98.85","172","174","","94.67","284","300","","93.75","45","48","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","95.47","632","662","","96.43","135","140","","98.85","172","174","","93.67","281","300","","91.67","44","48","","04/01/2013","12/31/2013"
"310081","INSPIRA MEDICAL CENTER WOODBURY","509 N BROAD ST","WOODBURY","NJ","08096","GLOUCESTER","Hours of physical-restraint use","0.17","17.08","4245","","Not Available","0","0","7","Not Available","0","0","7","0.17","17.08","4207","","0.00","0","38","","Hours of seclusion","0.01","1.25","4246","","Not Available","0","0","7","Not Available","0","0","7","0.01","1.25","4208","","0.00","0","38","","Patients discharged on multiple antipsychotic medications","0.00","0","72","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","72","","Not Available","0","0","7","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","Post-discharge continuing care plan created","73.17","120","164","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","72.56","119","164","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","04/01/2013","12/31/2013"
"310083","EAST ORANGE GENERAL HOSPITAL","300 CENTRAL AVE","EAST ORANGE","NJ","07018","ESSEX","Hours of physical-restraint use","0.20","35.5","7546","","Not Available","0","0","7","Not Available","0","0","7","0.21","35.5","7101","","0.00","0","445","","Hours of seclusion","0.00","0","7546","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","7101","","0.00","0","445","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.47","189","190","","Not Available","0","0","7","Not Available","0","0","7","99.38","161","162","","100.00","28","28","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.89","186","190","","Not Available","0","0","7","Not Available","0","0","7","98.77","160","162","","92.86","26","28","","04/01/2013","12/31/2013"
"310092","CAPITAL HEALTH SYSTEM-FULD CAMPUS","750 BRUNSWICK AVE","TRENTON","NJ","08638","MERCER","Hours of physical-restraint use","2.25","257.5","4777","","Not Available","0","0","7","Not Available","0","0","7","2.37","257.5","4527","","0.00","0","250","","Hours of seclusion","1.13","129","4777","","Not Available","0","0","7","Not Available","0","0","7","1.19","129","4527","","0.00","0","250","","Patients discharged on multiple antipsychotic medications","12.26","19","155","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","83.33","15","18","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","94.12","208","221","","Not Available","0","0","7","Not Available","0","0","7","93.56","189","202","","100.00","19","19","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.40","202","221","","Not Available","0","0","7","Not Available","0","0","7","90.59","183","202","","100.00","19","19","","04/01/2013","12/31/2013"
"310111","CENTRASTATE MEDICAL CENTER","901 WEST MAIN STREET","FREEHOLD","NJ","07728","MONMOUTH","Hours of physical-restraint use","0.96","78.5","3412","","Not Available","0","0","7","Not Available","0","0","7","1.10","74.75","2841","","0.27","3.75","571","","Hours of seclusion","0.01","1","3412","","Not Available","0","0","7","Not Available","0","0","7","0.01","1","2841","","0.00","0","571","","Patients discharged on multiple antipsychotic medications","15.92","25","157","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","66.39","158","238","","Not Available","0","0","7","Not Available","0","0","7","66.86","113","169","","65.22","45","69","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","40.34","96","238","","Not Available","0","0","7","Not Available","0","0","7","40.24","68","169","","40.58","28","69","","04/01/2013","12/31/2013"
"314001","SUMMIT OAKS HOSPITAL","19 PROSPECT ST","SUMMIT","NJ","07901","UNION","Hours of physical-restraint use","0.25","159.03","26092","","0.64","15.23","996","","0.24","17.83","3094","","0.26","125.97","20562","","0.00","0","1440","","Hours of seclusion","0.13","78.65","26092","","0.09","2.22","996","","0.00","0","3094","","0.15","76.43","20562","","0.00","0","1440","","Patients discharged on multiple antipsychotic medications","6.87","29","422","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","92.46","785","849","","95.92","94","98","","92.93","184","198","","92.90","432","465","","85.23","75","88","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","81.74","694","849","","82.65","81","98","","77.78","154","198","","84.30","392","465","","76.14","67","88","","04/01/2013","12/31/2013"
"314005","ANCORA PSYCH HOSP","ANCORA BRANCH","HAMMONTON","NJ","08037","ATLANTIC","Hours of physical-restraint use","0.46","1318.79","119212","","Not Available","0","0","7","Not Available","0","0","7","0.51","1312.21","108014","","0.02","6.58","11198","","Hours of seclusion","0.00","0","119212","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","108014","","0.00","0","11198","","Patients discharged on multiple antipsychotic medications","20.45","99","484","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Patients discharged on multiple antipsychotic medications with appropriate justification","25.25","25","99","","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","99.45","540","543","","Not Available","0","0","7","Not Available","0","0","7","99.42","516","519","","100.00","24","24","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.82","504","543","","Not Available","0","0","7","Not Available","0","0","7","92.87","482","519","","91.67","22","24","","04/01/2013","12/31/2013"
