Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PN-3b Performance Rate,PN-3b Achievement Points,PN-3b Improvement Points,PN-3b Measure Score,PN-6 Performance Rate,PN-6 Achievement Points,PN-6 Improvement Points,PN-6 Measure Score,PN Condition/Procedure Score
"200008","MERCY HOSPITAL","144 STATE STREET","Portland","ME","04101","CUMBERLAND","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97143","3 out of 10","5 out of 9","5 out of 10","15"
"370236","INTEGRIS HEALTH EDMOND","4801 INTEGRIS PARKWAY","Edmond","OK","73034","OKLAHOMA","0.97143","0 out of 10","Not Available","0 out of 10","0.96226","1 out of 10","Not Available","1 out of 10","1"
"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","Panorama City","CA","91402","LOS ANGELES","0.99401","7 out of 10","3 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","17"
"100125","HOMESTEAD HOSPITAL","975 BAPTIST WAY","Homestead","FL","33033","DADE","1.00000","10 out of 10","9 out of 9","10 out of 10","0.99291","8 out of 10","3 out of 9","8 out of 10","18"
"190177","LAKEVIEW REGIONAL MEDICAL CENTER","95 JUDGE TANNER BOULEVARD","Covington","LA","70433","ST. TAMMANY","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","Toppenish","WA","98948","YAKIMA","0.97436","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","La Follette","TN","37766","CAMPBELL","0.98529","4 out of 10","0 out of 9","4 out of 10","0.97000","3 out of 10","0 out of 9","3 out of 10","7"
"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","Abington","PA","19001","MONTGOMERY","0.99804","9 out of 10","8 out of 9","9 out of 10","0.97788","5 out of 10","0 out of 9","5 out of 10","14"
"520075","ST VINCENT HOSPITAL","835 S VAN BUREN ST","Green Bay","WI","54301","BROWN","0.99281","7 out of 10","1 out of 9","7 out of 10","0.96341","1 out of 10","0 out of 9","1 out of 10","8"
"030122","BANNER GATEWAY MEDICAL CENTER","1900 NORTH HIGLEY ROAD","Gilbert","AZ","85234","MARICOPA","0.99296","7 out of 10","5 out of 9","7 out of 10","0.97590","4 out of 10","4 out of 9","4 out of 10","11"
"190128","WOMAN'S HOSPITAL","100 WOMAN'S WAY","Baton Rouge","LA","70817","EAST BATON ROUGE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"380001","MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET","The Dalles","OR","97058","WASCO","0.96040","0 out of 10","0 out of 9","0 out of 10","0.94444","0 out of 10","0 out of 9","0 out of 10","0"
"340106","SANDHILLS REGIONAL MEDICAL CENTER","1000 WEST HAMLET AVENUE","Hamlet","NC","28345","RICHMOND","0.98413","3 out of 10","7 out of 9","7 out of 10","0.95238","0 out of 10","4 out of 9","4 out of 10","11"
"430092","DAKOTA PLAINS SURGICAL CENTER LLP","701 8TH AVENUE NW SUITE C","Aberdeen","SD","574011803","BROWN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490090","SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET","Farmville","VA","23901","PRINCE EDWARD","0.98810","5 out of 10","7 out of 9","7 out of 10","0.94949","0 out of 10","0 out of 9","0 out of 10","7"
"010008","CRENSHAW COMMUNITY HOSPITAL","101 HOSPITAL CIRCLE","Luverne","AL","36049","CRENSHAW","0.83333","0 out of 10","0 out of 9","0 out of 10","0.68750","0 out of 10","0 out of 9","0 out of 10","0"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","Athens","GA","30606","CLARKE","0.98462","3 out of 10","1 out of 9","3 out of 10","0.98667","7 out of 10","7 out of 9","7 out of 10","10"
"490117","CARILION TAZEWELL COMMUNITY HOSPITAL","141 BEN BOLT AVENUE","Tazewell","VA","24651","TAZEWELL","0.98529","4 out of 10","8 out of 9","8 out of 10","0.95122","0 out of 10","8 out of 9","8 out of 10","16"
"050231","POMONA VALLEY HOSPITAL MEDICAL CENTER","1798 N GAREY AVE","Pomona","CA","91767","LOS ANGELES","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"250044","BAPTIST MEMORIAL HOSPITAL BOONEVILLE","100 HOSPITAL DRIVE","Booneville","MS","38829","PRENTISS","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96703","2 out of 10","1 out of 9","2 out of 10","12"
"010032","WEDOWEE HOSPITAL","209 NORTH MAIN STREET","Wedowee","AL","36278","RANDOLPH","0.95455","0 out of 10","8 out of 9","8 out of 10","0.89744","0 out of 10","6 out of 9","6 out of 10","14"
"450399","BROWNFIELD REGIONAL MEDICAL CENTER","705 EAST FELT STREET","Brownfield","TX","79316","TERRY","Not Available","Not Available","Not Available","Not Available","0.95833","0 out of 10","2 out of 9","2 out of 10","2"
"490066","SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER","100 SENTARA CIRCLE","Williamsburg","VA","23188","JAMES CITY CO.","0.99394","7 out of 10","0 out of 9","7 out of 10","0.93077","0 out of 10","0 out of 9","0 out of 10","7"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","Bay Minette","AL","36507","BALDWIN","0.98485","3 out of 10","4 out of 9","4 out of 10","0.97500","4 out of 10","8 out of 9","8 out of 10","12"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","Two Rivers","WI","54241","MANITOWOC","1.00000","10 out of 10","0 out of 9","10 out of 10","0.93023","0 out of 10","0 out of 9","0 out of 10","10"
"490089","CARILION FRANKLIN MEMORIAL HOSPITAL","180 FLOYD AVENUE","Rocky Mount","VA","24151","FRANKLIN","0.99194","6 out of 10","6 out of 9","6 out of 10","0.96104","1 out of 10","2 out of 9","2 out of 10","8"
"360180","CLEVELAND CLINIC","9500 EUCLID AVENUE","Cleveland","OH","44195","CUYAHOGA","0.95294","0 out of 10","0 out of 9","0 out of 10","0.90000","0 out of 10","0 out of 9","0 out of 10","0"
"390228","ST CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL ROAD","Pittsburgh","PA","15243","ALLEGHENY","0.99167","6 out of 10","0 out of 9","6 out of 10","0.99303","8 out of 10","1 out of 9","8 out of 10","14"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","Bronx","NY","10467","BRONX","0.96117","0 out of 10","2 out of 9","2 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","12"
"370210","OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300","Tulsa","OK","74137","TULSA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","Whiteville","NC","28472","COLUMBUS","0.98540","4 out of 10","5 out of 9","5 out of 10","0.93814","0 out of 10","0 out of 9","0 out of 10","5"
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","Bronx","NY","10461","BRONX","0.93293","0 out of 10","0 out of 9","0 out of 10","0.97183","3 out of 10","5 out of 9","5 out of 10","5"
"450358","METHODIST HOSPITAL,THE","6565 FANNIN","Houston","TX","77030","HARRIS","0.98575","4 out of 10","3 out of 9","4 out of 10","0.94375","0 out of 10","0 out of 9","0 out of 10","4"
"460052","TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH","Orem","UT","84057","UTAH","0.97674","0 out of 10","4 out of 9","4 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","14"
"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS","Philadelphia","PA","19104","PHILADELPHIA","0.97970","1 out of 10","2 out of 9","2 out of 10","0.97917","5 out of 10","7 out of 9","7 out of 10","9"
"450742","LAKE POINTE MEDICAL CENTER","6800 SCENIC DR","Rowlett","TX","75088","DALLAS","1.00000","10 out of 10","0 out of 9","10 out of 10","0.96396","2 out of 10","0 out of 9","2 out of 10","12"
"450165","SOUTH TEXAS REGIONAL MEDICAL CENTER","1905 HWY 97 EAST","Jourdanton","TX","78026","ATASCOSA","0.97778","0 out of 10","0 out of 9","0 out of 10","0.98246","6 out of 10","4 out of 9","6 out of 10","6"
"520071","FORT MEMORIAL HOSPITAL","611 SHERMAN AVE E","Fort Atkinson","WI","53538","JEFFERSON","0.94286","0 out of 10","0 out of 9","0 out of 10","0.90909","0 out of 10","0 out of 9","0 out of 10","0"
"100191","MEDICAL CENTER OF TRINITY","9332 SR 54, STE 401","Trinity","FL","34655","PASCO","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"360179","BETHESDA NORTH","10500 MONTGOMERY ROAD","Cincinnati","OH","45242","HAMILTON","1.00000","10 out of 10","9 out of 9","10 out of 10","0.98462","6 out of 10","4 out of 9","6 out of 10","16"
"370206","OKLAHOMA SPINE HOSPITAL","14101 PARKWAY COMMONS DRIVE","Oklahoma City","OK","73134","OKLAHOMA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","1000 EAST MOUNTAIN BOULEVARD","Wilkes-Barre","PA","187113466","LUZERNE","0.99387","7 out of 10","8 out of 9","8 out of 10","0.99363","8 out of 10","6 out of 9","8 out of 10","16"
"170176","OVERLAND PARK REG MED CTR","10500 QUIVIRA ROAD","Overland Park","KS","66215","JOHNSON","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97701","4 out of 10","5 out of 9","5 out of 10","15"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","Morgantown","WV","26505","MONONGALIA","0.99213","6 out of 10","0 out of 9","6 out of 10","0.87912","0 out of 10","0 out of 9","0 out of 10","6"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","Mobile","AL","36617","MOBILE","0.97222","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"360068","TOLEDO HOSPITAL THE","2142 NORTH COVE BOULEVARD","Toledo","OH","43606","LUCAS","0.96875","0 out of 10","0 out of 9","0 out of 10","0.90625","0 out of 10","0 out of 9","0 out of 10","0"
"260176","DES PERES HOSPITAL","2345 DOUGHERTY FERRY ROAD","St Louis","MO","63131","ST. LOUIS","1.00000","10 out of 10","0 out of 9","10 out of 10","0.96491","2 out of 10","4 out of 9","4 out of 10","14"
"030105","BANNER HEART HOSPITAL","6750 EAST BAYWOOD AVENUE","Mesa","AZ","85206","MARICOPA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040020","ST BERNARDS MEDICAL CENTER","225 E JACKSON","Jonesboro","AR","72403-9320","CRAIGHEAD","1.00000","10 out of 10","9 out of 9","10 out of 10","0.97674","4 out of 10","7 out of 9","7 out of 10","17"
"060012","CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER","1008 MINNEQUA AVE","Pueblo","CO","81004","PUEBLO","0.99099","6 out of 10","6 out of 9","6 out of 10","0.98649","7 out of 10","5 out of 9","7 out of 10","13"
"110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD","Newnan","GA","30263","COWETA","0.95238","0 out of 10","0 out of 9","0 out of 10","0.95495","0 out of 10","0 out of 9","0 out of 10","0"
"450508","MEMORIAL HOSPITAL","1204 MOUND ST","Nacogdoches","TX","75961","NACOGDOCHES","0.96939","0 out of 10","0 out of 9","0 out of 10","0.94643","0 out of 10","5 out of 9","5 out of 10","5"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 KINARD ST PO BOX 497","Newberry","SC","29108","NEWBERRY","0.97802","1 out of 10","0 out of 9","1 out of 10","0.95588","0 out of 10","0 out of 9","0 out of 10","1"
"270049","ST VINCENT HEALTHCARE","1233 N 30TH ST","Billings","MT","59107","YELLOWSTONE","0.99437","7 out of 10","2 out of 9","7 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","17"
"420105","MCLEOD LORIS SEACOAST HOSPITAL","3655 MITCHELL STREET","Loris","SC","29569","HORRY","0.98131","2 out of 10","Not Available","2 out of 10","0.97484","4 out of 10","Not Available","4 out of 10","6"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","18600 NORTH HARDY OAK BLVD","San Antonio","TX","78258","BEXAR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040011","CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET","Danville","AR","72833","YELL","1.00000","10 out of 10","Not Available","10 out of 10","0.97872","5 out of 10","8 out of 9","8 out of 10","18"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","Geneva","AL","36340","GENEVA","0.80328","0 out of 10","0 out of 9","0 out of 10","0.52381","0 out of 10","0 out of 9","0 out of 10","0"
"520100","BELOIT MEMORIAL HOSPITAL","1969 W HART RD","Beloit","WI","53511","ROCK","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"490022","MARY WASHINGTON HOSPITAL, INC","1001 SAM PERRY BOULEVARD","Fredericksburg","VA","22401","FREDERICKSBURG CITY","0.98837","5 out of 10","5 out of 9","5 out of 10","0.99180","8 out of 10","7 out of 9","8 out of 10","13"
"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","Maplewood","MN","55109","RAMSEY","0.97861","1 out of 10","0 out of 9","1 out of 10","0.98261","6 out of 10","5 out of 9","6 out of 10","7"
"170190","MANHATTAN SURGICAL HOSPITAL LLC","1829 COLLEGE AVENUE","Manhattan","KS","66502","RILEY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","Opp","AL","36467","COVINGTON","0.93333","0 out of 10","0 out of 9","0 out of 10","0.88636","0 out of 10","0 out of 9","0 out of 10","0"
"100238","NORTHSIDE HOSPITAL","6000 49TH ST N","Saint Petersburg","FL","33709","PINELLAS","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","20"
"100299","LAKEWOOD RANCH MEDICAL CENTER","8330 LAKEWOOD RANCH BLVD","Bradenton","FL","34202","MANATEE","0.99029","6 out of 10","5 out of 9","6 out of 10","0.97015","3 out of 10","0 out of 9","3 out of 10","9"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","Springfield","MA","01199","HAMPDEN","0.98073","2 out of 10","6 out of 9","6 out of 10","0.97849","5 out of 10","1 out of 9","5 out of 10","11"
"150012","SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","Mishawaka","IN","46545","ST. JOSEPH","0.98802","5 out of 10","0 out of 9","5 out of 10","0.99539","8 out of 10","8 out of 9","8 out of 10","13"
"050009","QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST","Napa","CA","94558","NAPA","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"500014","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 COLBY AVENUE","Everett","WA","98201","SNOHOMISH","0.96787","0 out of 10","0 out of 9","0 out of 10","0.95425","0 out of 10","0 out of 9","0 out of 10","0"
"330219","ERIE COUNTY MEDICAL CENTER","462 GRIDER STREET","Buffalo","NY","14215","ERIE","0.94037","0 out of 10","0 out of 9","0 out of 10","0.95000","0 out of 10","0 out of 9","0 out of 10","0"
"370211","INTEGRIS CANADIAN VALLEY  HOSPITAL","1201 HEALTH CENTER PARKWAY","Yukon","OK","73099","CANADIAN","0.97458","0 out of 10","0 out of 9","0 out of 10","0.92683","0 out of 10","0 out of 9","0 out of 10","0"
"440058","SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER","185 HOSPITAL ROAD","Winchester","TN","37398","FRANKLIN","0.97516","0 out of 10","0 out of 9","0 out of 10","0.97222","3 out of 10","0 out of 9","3 out of 10","3"
"260216","SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL","100 N E SAINT LUKE'S BOULEVARD","Lees Summit","MO","64086-6000","JACKSON","0.99602","8 out of 10","0 out of 9","8 out of 10","0.97351","4 out of 10","4 out of 9","4 out of 10","12"
"390178","UPMC HORIZON","110 NORTH MAIN STREET","Greenville","PA","16125","MERCER","0.99558","8 out of 10","0 out of 9","8 out of 10","0.99310","8 out of 10","3 out of 9","8 out of 10","16"
"100255","TAMPA COMMUNITY HOSPITAL","6001 WEBB RD","Tampa","FL","33615","HILLSBOROUGH","0.98485","3 out of 10","5 out of 9","5 out of 10","0.97917","5 out of 10","0 out of 9","5 out of 10","10"
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","30 PROSPECT AVE","Hackensack","NJ","07601","BERGEN","0.98413","3 out of 10","6 out of 9","6 out of 10","0.95349","0 out of 10","0 out of 9","0 out of 10","6"
"250042","NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","1970 HOSPITAL DRIVE","Clarksdale","MS","38614","COAHOMA","0.97143","0 out of 10","0 out of 9","0 out of 10","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"260177","LIBERTY HOSPITAL","2525 GLENN HENDREN DR","Liberty","MO","64068-9625","CLAY","0.97854","1 out of 10","2 out of 9","2 out of 10","0.95413","0 out of 10","0 out of 9","0 out of 10","2"
"110002","UPSON REGIONAL MEDICAL CENTER","801 W GORDON STREET","Thomaston","GA","30286","UPSON","0.98319","3 out of 10","0 out of 9","3 out of 10","0.95918","1 out of 10","3 out of 9","3 out of 10","6"
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","Williamson","WV","25661","MINGO","0.92537","0 out of 10","0 out of 9","0 out of 10","0.93617","0 out of 10","1 out of 9","1 out of 10","1"
"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","Red Bluff","CA","96080","TEHAMA","0.93137","0 out of 10","0 out of 9","0 out of 10","0.96739","2 out of 10","5 out of 9","5 out of 10","5"
"050280","MERCY MEDICAL CENTER REDDING","2175 ROSALINE AVE, CLAIRMONT HGTS","Redding","CA","96001","SHASTA","0.96000","0 out of 10","0 out of 9","0 out of 10","0.96703","2 out of 10","3 out of 9","3 out of 10","3"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","611 ST JOSEPH AVE","Marshfield","WI","54449","WOOD","1.00000","10 out of 10","9 out of 9","10 out of 10","0.94872","0 out of 10","0 out of 9","0 out of 10","10"
"360084","AULTMAN HOSPITAL","2600 SIXTH STREET SW","Canton","OH","44710","STARK","0.97686","0 out of 10","0 out of 9","0 out of 10","0.98454","6 out of 10","0 out of 9","6 out of 10","6"
"220176","ST VINCENT HOSPITAL","123 SUMMER STREET","Worcester","MA","01608","WORCESTER","0.98421","3 out of 10","0 out of 9","3 out of 10","0.98653","7 out of 10","7 out of 9","7 out of 10","10"
"100212","OCALA REGIONAL MEDICAL CENTER","1431 SW 1ST AVE","Ocala","FL","34478","MARION","0.98429","3 out of 10","1 out of 9","3 out of 10","0.98990","7 out of 10","0 out of 9","7 out of 10","10"
"370078","OKLAHOMA STATE UNIVERSITY MEDICAL CENTER","744 WEST 9TH STREET","Tulsa","OK","74127","OSAGE","1.00000","10 out of 10","0 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"370006","PONCA CITY MEDICAL CENTER","1900 NORTH 14TH STREET","Ponca City","OK","74601","KAY","1.00000","10 out of 10","0 out of 9","10 out of 10","0.97333","4 out of 10","0 out of 9","4 out of 10","14"
"230227","MCLAREN MACOMB","1000 HARRINGTON BLVD","Mount Clemens","MI","48043","MACOMB","0.93243","0 out of 10","2 out of 9","2 out of 10","0.94595","0 out of 10","5 out of 9","5 out of 10","7"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","Hendersonville","NC","28791","HENDERSON","0.99554","8 out of 10","1 out of 9","8 out of 10","0.97761","5 out of 10","5 out of 9","5 out of 10","13"
"330108","ST JOSEPH'S HOSPITAL, INC","555 ST JOSEPH'S BLVD","Elmira","NY","14902","CHEMUNG","0.94675","0 out of 10","0 out of 9","0 out of 10","0.86957","0 out of 10","0 out of 9","0 out of 10","0"
"670006","THE HOSPITAL AT WESTLAKE MEDICAL CENTER","5656 BEE CAVES ROAD, SUITE M-302","Austin","TX","78746","TRAVIS","1.00000","10 out of 10","9 out of 9","10 out of 10","1.00000","10 out of 10","9 out of 9","10 out of 10","20"
"290019","CARSON TAHOE REGIONAL MEDICAL CENTER","1600 MEDICAL PARKWAY","Carson City","NV","89703","CARSON CITY","0.97674","0 out of 10","2 out of 9","2 out of 10","0.98039","5 out of 10","5 out of 9","5 out of 10","7"
"360151","AFFINITY MEDICAL CENTER","875 EIGHTH STREET NE","Massillon","OH","44646","STARK","0.98947","5 out of 10","6 out of 9","6 out of 10","0.95876","0 out of 10","0 out of 9","0 out of 10","6"
"100289","CLEVELAND CLINIC HOSPITAL","3100 WESTON RD","Weston","FL","33331","BROWARD","1.00000","10 out of 10","9 out of 9","10 out of 10","0.96000","1 out of 10","0 out of 9","1 out of 10","11"
