Hospital_Name,Provider ID,State,Fiscal Year,Domain_1_Score,AHRQ_PSI_90_Score,Domain_1_Start_Date,Domain_1_End_Date,Domain_2_Score,CLABSI_Score,CAUTI_Score,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Footnotes
"ANDALUSIA REGIONAL HOSPITAL","010036","AL","2015","6.0000","6","07/01/2011","06/30/2013","7.0000","N/A","7","01/01/2012","12/31/2013","6.6500",""
"STRINGFELLOW MEMORIAL HOSPITAL","010038","AL","2015","5.0000","5","07/01/2011","06/30/2013","3.0000","N/A","3","01/01/2012","12/31/2013","3.7000",""
"HUNTSVILLE HOSPITAL","010039","AL","2015","8.0000","8","07/01/2011","06/30/2013","8.0000","9","7","01/01/2012","12/31/2013","8.0000",""
"GADSDEN REGIONAL MEDICAL CENTER","010040","AL","2015","5.0000","5","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","3.7000",""
"MARION REGIONAL MEDICAL CENTER","010044","AL","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"FAYETTE MEDICAL CENTER","010045","AL","2015","8.0000","8","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","6.7000",""
"RIVERVIEW REGIONAL MEDICAL CENTER","010046","AL","2015","1.0000","1","07/01/2011","06/30/2013","8.5000","9","8","01/01/2012","12/31/2013","5.8750",""
"GEORGIANA MEDICAL CENTER","010047","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"MEDICAL CENTER ENTERPRISE","010049","AL","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"GREENE COUNTY HOSPITAL","010051","AL","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"LAKE MARTIN COMMUNITY HOSPITAL","010052","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","010054","AL","2015","3.0000","3","07/01/2011","06/30/2013","3.0000","N/A","3","01/01/2012","12/31/2013","3.0000",""
"FLOWERS HOSPITAL","010055","AL","2015","6.0000","6","07/01/2011","06/30/2013","6.5000","6","7","01/01/2012","12/31/2013","6.3250",""
"ST VINCENT'S BIRMINGHAM","010056","AL","2015","1.0000","1","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","3.2750",""
"BIBB MEDICAL CENTER","010058","AL","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"LAWRENCE MEDICAL CENTER","010059","AL","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"HIGHLANDS MEDICAL CENTER","010061","AL","2015","8.0000","8","07/01/2011","06/30/2013","10.0000","N/A","10","01/01/2012","12/31/2013","9.3000",""
"WIREGRASS MEDICAL CENTER","010062","AL","2015","4.0000","4","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","5.3000",""
"RUSSELL HOSPITAL","010065","AL","2015","8.0000","8","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","3.4500",""
"MEDICAL CENTER BARBOUR","010069","AL","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.7000",""
"NORTHEAST ALABAMA REGIONAL MED CENTER","010078","AL","2015","10.0000","10","07/01/2011","06/30/2013","6.0000","8","4","01/01/2012","12/31/2013","7.4000",""
"ATHENS-LIMESTONE HOSPITAL","010079","AL","2015","3.0000","3","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","6.2500",""
"SOUTH BALDWIN REGIONAL MEDICAL CENTER","010083","AL","2015","8.0000","8","07/01/2011","06/30/2013","6.0000","7","5","01/01/2012","12/31/2013","6.7000",""
"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","010085","AL","2015","6.0000","6","07/01/2011","06/30/2013","5.0000","7","3","01/01/2012","12/31/2013","5.3500",""
"NORTHWEST MEDICAL CENTER","010086","AL","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","010087","AL","2015","10.0000","10","07/01/2011","06/30/2013","7.0000","5","9","01/01/2012","12/31/2013","8.0500",""
"WALKER BAPTIST MEDICAL CENTER","010089","AL","2015","9.0000","9","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","5.7500",""
"PROVIDENCE HOSPITAL","010090","AL","2015","9.0000","9","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","5.4250",""
"GROVE HILL MEMORIAL HOSPITAL","010091","AL","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"D C H REGIONAL MEDICAL CENTER","010092","AL","2015","9.0000","9","07/01/2011","06/30/2013","6.0000","6","6","01/01/2012","12/31/2013","7.0500",""
"ELMORE COMMUNITY HOSPITAL","010097","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"D W MCMILLAN MEMORIAL HOSPITAL","010099","AL","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"THOMAS HOSPITAL","010100","AL","2015","10.0000","10","07/01/2011","06/30/2013","4.0000","2","6","01/01/2012","12/31/2013","6.1000",""
"CITIZENS BAPTIST MEDICAL CENTER","010101","AL","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.8000",""
"J PAUL JONES HOSPITAL","010102","AL","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"BAPTIST MEDICAL CENTER-PRINCETON","010103","AL","2015","10.0000","10","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","5.4500",""
"TRINITY MEDICAL CENTER","010104","AL","2015","10.0000","10","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","6.4250",""
"PRATTVILLE BAPTIST HOSPITAL","010108","AL","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","2.0500",""
"PICKENS COUNTY MEDICAL CENTER","010109","AL","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"BULLOCK COUNTY HOSPITAL","010110","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"BRYAN W. WHITFIELD MEMORIAL HOSPITAL","010112","AL","2015","5.0000","5","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","5.0000",""
"MOBILE INFIRMARY","010113","AL","2015","8.0000","8","07/01/2011","06/30/2013","4.5000","3","6","01/01/2012","12/31/2013","5.7250",""
"VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","010118","AL","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","1","6","01/01/2012","12/31/2013","3.3250",""
"MONROE COUNTY HOSPITAL","010120","AL","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"TROY REGIONAL MEDICAL CENTER","010126","AL","2015","2.0000","2","07/01/2011","06/30/2013","5.0000","N/A","5","01/01/2012","12/31/2013","3.9500",""
"JACKSON MEDICAL CENTER","010128","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"CRESTWOOD MEDICAL CENTER","010131","AL","2015","6.0000","6","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","7.3000",""
"HILL HOSPITAL OF SUMTER COUNTY","010138","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"BROOKWOOD MEDICAL CENTER","010139","AL","2015","9.0000","9","07/01/2011","06/30/2013","7.0000","7","7","01/01/2012","12/31/2013","7.7000",""
"SPRINGHILL MEMORIAL HOSPITAL","010144","AL","2015","9.0000","9","07/01/2011","06/30/2013","6.5000","4","9","01/01/2012","12/31/2013","7.3750",""
"RMC JACKSONVILLE","010146","AL","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"BAPTIST MEDICAL CENTER EAST","010149","AL","2015","1.0000","1","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","3.2750",""
"L V STABLER MEMORIAL HOSPITAL","010150","AL","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"SHOALS HOSPITAL","010157","AL","2015","3.0000","3","07/01/2011","06/30/2013","8.5000","9","8","01/01/2012","12/31/2013","6.5750",""
"RUSSELLVILLE HOSPITAL","010158","AL","2015","9.0000","9","07/01/2011","06/30/2013","9.0000","N/A","9","01/01/2012","12/31/2013","9.0000",""
"PROVIDENCE ALASKA MEDICAL CENTER","020001","AK","2015","10.0000","10","07/01/2011","06/30/2013","7.5000","9","6","01/01/2012","12/31/2013","8.3750",""
"MAT-SU REGIONAL MEDICAL CENTER","020006","AK","2015","10.0000","10","07/01/2011","06/30/2013","4.5000","6","3","01/01/2012","12/31/2013","6.4250",""
"FAIRBANKS MEMORIAL HOSPITAL","020012","AK","2015","9.0000","9","07/01/2011","06/30/2013","4.5000","8","1","01/01/2012","12/31/2013","6.0750",""
"ALASKA REGIONAL HOSPITAL","020017","AK","2015","7.0000","7","07/01/2011","06/30/2013","9.5000","9","10","01/01/2012","12/31/2013","8.6250",""
"YUKON KUSKOKWIM DELTA REG HOSPITAL","020018","AK","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"CENTRAL PENINSULA GENERAL HOSPITAL","020024","AK","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"MT EDGECUMBE HOSPITAL","020027","AK","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"MARYVALE HOSPITAL","030001","AZ","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","3.8000",""
"TUCSON MEDICAL CENTER","030006","AZ","2015","10.0000","10","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","8.7000",""
"VERDE VALLEY MEDICAL CENTER","030007","AZ","2015","8.0000","8","07/01/2011","06/30/2013","1.5000","1","2","01/01/2012","12/31/2013","3.7750",""
"CARONDELET ST  MARYS HOSPITAL","030010","AZ","2015","7.0000","7","07/01/2011","06/30/2013","6.5000","5","8","01/01/2012","12/31/2013","6.6750",""
"CARONDELET ST JOSEPH'S HOSPITAL","030011","AZ","2015","6.0000","6","07/01/2011","06/30/2013","5.0000","2","8","01/01/2012","12/31/2013","5.3500",""
"IU HEALTH GOSHEN HOSPITAL","150026","IN","2015","9.0000","9","07/01/2011","06/30/2013","2.5000","1","4","01/01/2012","12/31/2013","4.7750",""
"HENRY COUNTY MEMORIAL HOSPITAL","150030","IN","2015","3.0000","3","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","3.6500",""
"ST MARY MEDICAL CENTER INC","150034","IN","2015","3.0000","3","07/01/2011","06/30/2013","5.0000","8","2","01/01/2012","12/31/2013","4.3000",""
"HANCOCK REGIONAL HOSPITAL","150037","IN","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.8000",""
"INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","150038","IN","2015","6.0000","6","07/01/2011","06/30/2013","5.0000","N/A","5","01/01/2012","12/31/2013","5.3500",""
"GOOD SAMARITAN HOSPITAL","150042","IN","2015","3.0000","3","07/01/2011","06/30/2013","5.0000","6","4","01/01/2012","12/31/2013","4.3000",""
"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","150044","IN","2015","9.0000","9","07/01/2011","06/30/2013","5.5000","5","6","01/01/2012","12/31/2013","6.7250",""
"DEKALB HEALTH","150045","IN","2015","7.0000","7","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.1000",""
"TERRE HAUTE REGIONAL HOSPITAL","150046","IN","2015","1.0000","1","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","5.5500",""
"ST JOSEPH HOSPITAL","150047","IN","2015","6.0000","6","07/01/2011","06/30/2013","7.0000","8","6","01/01/2012","12/31/2013","6.6500",""
"REID HOSPITAL & HEALTH CARE SERVICES","150048","IN","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","3.8000",""
"FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE","150057","IN","2015","1.0000","1","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.0000",""
"MEMORIAL HOSPITAL OF SOUTH BEND","150058","IN","2015","4.0000","4","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","6.2750",""
"RIVERVIEW HEALTH","150059","IN","2015","8.0000","8","07/01/2011","06/30/2013","5.5000","10","1","01/01/2012","12/31/2013","6.3750",""
"FAYETTE REGIONAL HEALTH SYSTEM","150064","IN","2015","7.0000","7","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","5.0500",""
"SCHNECK MEDICAL CENTER","150065","IN","2015","5.0000","5","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","3.0500",""
"KING'S DAUGHTERS' HEALTH","150069","IN","2015","1.0000","1","07/01/2011","06/30/2013","10.0000","N/A","10","01/01/2012","12/31/2013","6.8500",""
"COMMUNITY HOSPITAL EAST","150074","IN","2015","3.0000","3","07/01/2011","06/30/2013","9.0000","9","9","01/01/2012","12/31/2013","6.9000",""
"BLUFFTON REGIONAL MEDICAL CENTER","150075","IN","2015","6.0000","6","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.7500",""
"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","150076","IN","2015","9.0000","9","07/01/2011","06/30/2013","6.0000","N/A","6","01/01/2012","12/31/2013","7.0500",""
"DEACONESS HOSPITAL INC","150082","IN","2015","5.0000","5","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","4.6750",""
"ST VINCENT HOSPITAL & HEALTH SERVICES","150084","IN","2015","4.0000","4","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","6.6000",""
"DEARBORN COUNTY HOSPITAL","150086","IN","2015","7.0000","7","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","4.4000",""
"PARKVIEW HUNTINGTON HOSPITAL","150091","IN","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"ST MARY'S MEDICAL CENTER","150100","IN","2015","7.0000","7","07/01/2011","06/30/2013","4.5000","4","5","01/01/2012","12/31/2013","5.3750",""
"PARKVIEW WHITLEY HOSPITAL","150101","IN","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"WITHAM HEALTH SERVICES","150104","IN","2015","8.0000","8","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","8.0000",""
"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","150109","IN","2015","3.0000","3","07/01/2011","06/30/2013","6.0000","3","9","01/01/2012","12/31/2013","4.9500",""
"COLUMBUS REGIONAL HOSPITAL","150112","IN","2015","10.0000","10","07/01/2011","06/30/2013","2.0000","1","3","01/01/2012","12/31/2013","4.8000",""
"COMMUNITY HOSPITAL","150125","IN","2015","1.0000","1","07/01/2011","06/30/2013","7.0000","7","7","01/01/2012","12/31/2013","4.9000",""
"COMMUNITY HOSPITAL SOUTH","150128","IN","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","4","4","01/01/2012","12/31/2013","4.3500",""
"KOSCIUSKO COMMUNITY HOSPITAL","150133","IN","2015","2.0000","2","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","1.3500",""
"PARKVIEW NOBLE HOSPITAL","150146","IN","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"WOMEN'S HOSPITAL THE","150149","IN","2015","10.0000","10","07/01/2011","06/30/2013","4.0000","4","N/A","01/01/2012","12/31/2013","6.1000",""
"DUPONT HOSPITAL LLC","150150","IN","2015","7.0000","7","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","7.6500",""
"MARSHALLTOWN MEDICAL & SURGICAL CENTER","160001","IA","2015","4.0000","4","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","2.0500",""
"KEOKUK AREA HOSPITAL","160008","IA","2015","3.0000","3","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","1.7000",""
"TRINITY MUSCATINE","160013","IA","2015","3.0000","3","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","3.0000",""
"TRINITY REGIONAL MEDICAL CENTER","160016","IA","2015","9.0000","9","07/01/2011","06/30/2013","2.5000","1","4","01/01/2012","12/31/2013","4.7750",""
"IOWA LUTHERAN HOSPITAL","160024","IA","2015","8.0000","8","07/01/2011","06/30/2013","3.5000","6","1","01/01/2012","12/31/2013","5.0750",""
"MERCY HOSPITAL","160029","IA","2015","5.0000","5","07/01/2011","06/30/2013","4.0000","1","7","01/01/2012","12/31/2013","4.3500",""
"MARY GREELEY MEDICAL CENTER","160030","IA","2015","6.0000","6","07/01/2011","06/30/2013","4.5000","6","3","01/01/2012","12/31/2013","5.0250",""
"GENESIS MEDICAL CENTER-DAVENPORT","160033","IA","2015","2.0000","2","07/01/2011","06/30/2013","3.5000","3","4","01/01/2012","12/31/2013","2.9750",""
"SARTORI MEMORIAL HOSPITAL","160040","IA","2015","7.0000","7","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","7.0000",""
"ST LUKES HOSPITAL","160045","IA","2015","2.0000","2","07/01/2011","06/30/2013","3.0000","2","4","01/01/2012","12/31/2013","2.6500",""
"METHODIST JENNIE EDMUNDSON","160047","IA","2015","7.0000","7","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","3.1000",""
"GREAT RIVER MEDICAL CENTER","160057","IA","2015","9.0000","9","07/01/2011","06/30/2013","1.0000","1","1","01/01/2012","12/31/2013","3.8000",""
"MERCY MEDICAL CENTER-DUBUQUE","160069","IA","2015","2.0000","2","07/01/2011","06/30/2013","8.0000","7","9","01/01/2012","12/31/2013","5.9000",""
"IOWA METHODIST MEDICAL CENTER","160082","IA","2015","8.0000","8","07/01/2011","06/30/2013","5.0000","5","5","01/01/2012","12/31/2013","6.0500",""
"MERCY MEDICAL CENTER-DES MOINES","160083","IA","2015","9.0000","9","07/01/2011","06/30/2013","5.5000","6","5","01/01/2012","12/31/2013","6.7250",""
"OTTUMWA REGIONAL HEALTH CENTER","160089","IA","2015","8.0000","8","07/01/2011","06/30/2013","4.0000","N/A","4","01/01/2012","12/31/2013","5.4000",""
"KAWEAH DELTA MEDICAL CENTER","050057","CA","2015","9.0000","9","07/01/2011","06/30/2013","3.0000","3","3","01/01/2012","12/31/2013","5.1000",""
"GLENDALE MEM HOSPITAL & HLTH CENTER","050058","CA","2015","2.0000","2","07/01/2011","06/30/2013","6.5000","7","6","01/01/2012","12/31/2013","4.9250",""
"COMMUNITY REGIONAL MEDICAL CENTER","050060","CA","2015","10.0000","10","07/01/2011","06/30/2013","8.5000","8","9","01/01/2012","12/31/2013","9.0250",""
"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER","050063","CA","2015","6.0000","6","07/01/2011","06/30/2013","5.5000","3","8","01/01/2012","12/31/2013","5.6750",""
"OAK VALLEY DISTRICT HOSPITAL","050067","CA","2015","4.0000","4","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","4.0000",""
"ST JOSEPH HOSPITAL","050069","CA","2015","8.0000","8","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","7.6750",""
"KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO","050070","CA","2015","6.0000","6","07/01/2011","06/30/2013","3.0000","1","5","01/01/2012","12/31/2013","4.0500",""
"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","050072","CA","2015","3.0000","3","07/01/2011","06/30/2013","4.5000","5","4","01/01/2012","12/31/2013","3.9750",""
"KAISER FOUNDATION HOSPITAL AND REHAB CENTER","050073","CA","2015","8.0000","8","07/01/2011","06/30/2013","10.0000","10","10","01/01/2012","12/31/2013","9.3000",""
"KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND","050075","CA","2015","8.0000","8","07/01/2011","06/30/2013","7.5000","7","8","01/01/2012","12/31/2013","7.6750",""
"KAISER FOUNDATION HOSPITAL - SAN FRANCISCO","050076","CA","2015","8.0000","8","07/01/2011","06/30/2013","5.5000","4","7","01/01/2012","12/31/2013","6.3750",""
"SCRIPPS MERCY HOSPITAL","050077","CA","2015","6.0000","6","07/01/2011","06/30/2013","9.5000","10","9","01/01/2012","12/31/2013","8.2750",""
"DOCTORS MEDICAL CENTER - SAN PABLO","050079","CA","2015","8.0000","8","07/01/2011","06/30/2013","6.5000","9","4","01/01/2012","12/31/2013","7.0250",""
"ST JOHNS REGIONAL MEDICAL CENTER","050082","CA","2015","9.0000","9","07/01/2011","06/30/2013","6.0000","5","7","01/01/2012","12/31/2013","7.0500",""
"ST JOSEPHS MEDICAL CENTER OF STOCKTON","050084","CA","2015","3.0000","3","07/01/2011","06/30/2013","3.5000","4","3","01/01/2012","12/31/2013","3.3250",""
"COMMUNITY HOSPITAL OF SAN BERNARDINO","050089","CA","2015","3.0000","3","07/01/2011","06/30/2013","7.5000","8","7","01/01/2012","12/31/2013","5.9250",""
"SONOMA VALLEY HOSPITAL","050090","CA","2015","7.0000","7","07/01/2011","06/30/2013","1.0000","N/A","1","01/01/2012","12/31/2013","3.1000",""
"SAINT AGNES MEDICAL CENTER","050093","CA","2015","7.0000","7","07/01/2011","06/30/2013","8.0000","8","8","01/01/2012","12/31/2013","7.6500",""
"DOCTORS HOSPITAL OF WEST COVINA, INC","050096","CA","2015","6.0000","6","07/01/2011","06/30/2013","N/A","N/A","N/A","01/01/2012","12/31/2013","6.0000",""
"SHARP MEMORIAL HOSPITAL","050100","CA","2015","10.0000","10","07/01/2011","06/30/2013","5.5000","3","8","01/01/2012","12/31/2013","7.0750",""
"SAINT FRANCIS MEDICAL CENTER","050104","CA","2015","3.0000","3","07/01/2011","06/30/2013","8.0000","10","6","01/01/2012","12/31/2013","6.2500",""
