Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score,AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"180012","HARDIN MEMORIAL HOSPITAL","913 NORTH DIXIE AVENUE","Elizabethtown","KY","42701","HARDIN","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","Not Available","10 out of 10","10"
"330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","Canandaigua","NY","14424","ONTARIO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140304","ADVENTIST BOLINGBROOK HOSPITAL","500 REMINGTON BOULEVARD","Bolingbrook","IL","60440","WILL","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"390063","UPMC HAMOT","201 STATE STREET","Erie","PA","16550","ERIE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"440011","BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY","Maryville","TN","37804","BLOUNT","Not Available","Not Available","Not Available","Not Available","0.98387","6 out of 10","5 out of 9","6 out of 10","6"
"220012","CAPE COD HOSPITAL","88 LEWIS BAY ROAD","Hyannis","MA","02601","BARNSTABLE","Not Available","Not Available","Not Available","Not Available","0.96296","2 out of 10","4 out of 9","4 out of 10","4"
"050709","DESERT VALLEY HOSPITAL","16850 BEAR VALLEY RD","Victorville","CA","92395","SAN BERNARDINO","Not Available","Not Available","Not Available","Not Available","0.73171","0 out of 10","Not Available","0 out of 10","0"
"150088","ST VINCENT ANDERSON REGIONAL HOSPITAL INC","2015 JACKSON ST","Anderson","IN","46016","MADISON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"440048","BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","Memphis","TN","38120","SHELBY","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100055","FLORIDA HOSPITAL NORTH PINELLAS","1395 S PINELLAS AVE","Tarpon Springs","FL","34689","PINELLAS","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"360054","HOLZER MEDICAL CENTER","100 JACKSON PIKE","Gallipolis","OH","45631","GALLIA","Not Available","Not Available","Not Available","Not Available","0.91304","0 out of 10","0 out of 9","0 out of 10","0"
"340160","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","Murphy","NC","28906","CHEROKEE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"170187","SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE AVENUE","Salina","KS","67401","SALINE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"160080","MERCY MEDICAL CENTER-CLINTON","1410 NORTH 4TH STREET","Clinton","IA","52732","CLINTON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"150102","INDIANA UNIVERSITY HEALTH STARKE HOSPITAL","102 E CULVER RD","Knox","IN","46534","STARKE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330157","SAMARITAN MEDICAL CENTER","830 WASHINGTON STREET","Watertown","NY","13601","JEFFERSON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","Brooklyn","NY","11203","KINGS","Not Available","Not Available","Not Available","Not Available","0.88571","0 out of 10","0 out of 9","0 out of 10","0"
"150005","HENDRICKS REGIONAL HEALTH","1000 E MAIN ST","Danville","IN","46122","HENDRICKS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"130006","ST LUKE'S REGIONAL MEDICAL CENTER","190 EAST BANNOCK STREET","Boise","ID","83712","ADA","Not Available","Not Available","Not Available","Not Available","0.97826","5 out of 10","0 out of 9","5 out of 10","5"
"440072","DYERSBURG REGIONAL MEDICAL CENTER","400 TICKLE ST","Dyersburg","TN","38024","DYER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"460023","AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST","American Fork","UT","84003","UTAH","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","Erwin","TN","37650","UNICOI","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"030088","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","Mesa","AZ","852061797","MARICOPA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"430090","SIOUX FALLS SPECIALTY HOSPITAL LLP","910 EAST 20TH STREET","Sioux Falls","SD","571051012","MINNEHAHA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"250020","WEBSTER GENERAL HOSPITAL/SWING BED","70 MEDICAL PLAZA","Eupora","MS","39744","WEBSTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140150","UNIVERSITY OF ILLINOIS HOSPITAL","1740 WEST TAYLOR ST SUITE 1400","Chicago","IL","60612","COOK","Not Available","Not Available","Not Available","Not Available","0.84615","0 out of 10","0 out of 9","0 out of 10","0"
"250043","NESHOBA COUNTY GENERAL HOSPITAL","1001 HOLLAND AVENUE","Philadelphia","MS","39350","NESHOBA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360065","FISHER-TITUS HOSPITAL","272 BENEDICT AVENUE","Norwalk","OH","44857","HURON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040084","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE","Benton","AR","72015","SALINE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"220029","ANNA JAQUES HOSPITAL","25 HIGHLAND AVENUE","Newburyport","MA","01950-3867","ESSEX","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","Waterville","ME","04901","KENNEBEC","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","Demopolis","AL","36732","MARENGO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100254","CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","Tallahassee","FL","32308","LEON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"310060","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY ST","Phillipsburg","NJ","08865","WARREN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450711","RIO GRANDE REGIONAL HOSPITAL","101 E RIDGE RD","Mc Allen","TX","78503","HIDALGO","Not Available","Not Available","Not Available","Not Available","0.91667","0 out of 10","6 out of 9","6 out of 10","6"
"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","601 DUBOCE AVE","San Francisco","CA","94117","SAN FRANCISCO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050771","COAST PLAZA HOSPITAL","13100 STUDERBAKER ROAD","Norwalk","CA","90650","LOS ANGELES","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"390006","GEISINGER MEDICAL CENTER","100 NORTH ACADEMY AVENUE","Danville","PA","17822","MONTOUR","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"230078","LAKELAND COMMUNITY HOSPITAL, WATERVLIET","400 MEDICAL PARK DR","Watervliet","MI","49098","BERRIEN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"180132","LAKE CUMBERLAND REGIONAL HOSPITAL","305 LANGDON STREET","Somerset","KY","42503","PULASKI","Not Available","Not Available","Not Available","Not Available","0.97727","5 out of 10","8 out of 9","8 out of 10","8"
"460042","LAKEVIEW HOSPITAL","630 EAST MEDICAL DRIVE","Bountiful","UT","84010","DAVIS","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","7101 S PADRE ISLAND DR","Corpus Christi","TX","78412","NUECES","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"490123","RAPPAHANNOCK GENERAL HOSPITAL","101 HARRIS ROAD","Kilmarnock","VA","22482","LANCASTER","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110091","ROCKDALE MEDICAL CENTER","1412 MILSTEAD AVENUE, NE","Conyers","GA","30012","ROCKDALE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140062","PALOS COMMUNITY HOSPITAL","12251 SOUTH 80TH AVENUE","Palos Heights","IL","60463","COOK","Not Available","Not Available","Not Available","Not Available","0.93939","0 out of 10","5 out of 9","5 out of 10","5"
"020001","PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","Anchorage","AK","99508","ANCHORAGE","Not Available","Not Available","Not Available","Not Available","0.95238","0 out of 10","4 out of 9","4 out of 10","4"
"040004","WASHINGTON REGIONAL MED CTR AT NORTH HILLS","3215 N NORTH HILLS BLVD","Fayetteville","AR","72703","WASHINGTON","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"230092","ALLEGIANCE HEALTH","205 N EAST AVE","Jackson","MI","49201","JACKSON","Not Available","Not Available","Not Available","Not Available","0.94118","0 out of 10","0 out of 9","0 out of 10","0"
"370039","HILLCREST HOSPITAL CLAREMORE","1202 N MUSKOGEE PLACE","Claremore","OK","74017","ROGERS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"180029","HAZARD ARH REGIONAL MEDICAL CENTER","100 MEDICAL CENTER DRIVE","Hazard","KY","41701","PERRY","Not Available","Not Available","Not Available","Not Available","0.88462","0 out of 10","5 out of 9","5 out of 10","5"
"360152","DOCTORS HOSPITAL","5100 WEST  BROAD STREET","Columbus","OH","43228","FRANKLIN","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"180016","JEWISH HOSPITAL - SHELBYVILLE","727 HOSPITAL DRIVE","Shelbyville","KY","40065","SHELBY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100106","DOCTOR'S MEMORIAL HOSPITAL INC","333 N BYRON BUTLER PKWY","Perry","FL","32347","TAYLOR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110008","NORTHSIDE HOSPITAL CHEROKEE","201 HOSPITAL ROAD","Canton","GA","30114","CHEROKEE","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"110129","ST FRANCIS HOSPITAL, INC","2122 MANCHESTER EXPRESSWAY","Columbus","GA","31995","MUSCOGEE","Not Available","Not Available","Not Available","Not Available","0.92771","0 out of 10","0 out of 9","0 out of 10","0"
"030087","SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","Scottsdale","AZ","85260","MARICOPA","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"310052","OCEAN MEDICAL CENTER","425 JACK MARTIN BLVD","Brick","NJ","08724","OCEAN","Not Available","Not Available","Not Available","Not Available","0.90698","0 out of 10","1 out of 9","1 out of 10","1"
"030078","PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","Phoenix","AZ","850165389","MARICOPA","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450869","DOCTORS HOSPITAL AT RENAISSANCE","5501 SOUTH MCCOLL","Edinburg","TX","78539","HIDALGO","Not Available","Not Available","Not Available","Not Available","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"490024","CARILION ROANOKE MEMORIAL HOSPITAL","1906 BELLEVIEW AVENUE, SE","Roanoke","VA","24014","ROANOKE CITY","Not Available","Not Available","Not Available","Not Available","0.95349","0 out of 10","7 out of 9","7 out of 10","7"
"050744","WESTERN MEDICAL CENTER HOSP ANAHEIM","1025 S ANAHEIM BLVD","Anaheim","CA","92805","ORANGE","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","Providence","RI","02906","PROVIDENCE","Not Available","Not Available","Not Available","Not Available","0.98810","7 out of 10","7 out of 9","7 out of 10","7"
"420071","SELF REGIONAL HEALTHCARE","1325 SPRING STREET","Greenwood","SC","29646","GREENWOOD","Not Available","Not Available","Not Available","Not Available","0.97368","4 out of 10","6 out of 9","6 out of 10","6"
"390002","UPMC MCKEESPORT","1500 FIFTH AVENUE","Mc Keesport","PA","15132","ALLEGHENY","Not Available","Not Available","Not Available","Not Available","0.97143","4 out of 10","Not Available","4 out of 10","4"
"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","Medford","OR","97504","JACKSON","Not Available","Not Available","Not Available","Not Available","0.96970","4 out of 10","5 out of 9","5 out of 10","5"
"440068","STARR REGIONAL MEDICAL CENTER ATHENS","1114 W MADISON AVE","Athens","TN","37371","MCMINN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","Low Moor ","VA","24457","ALLEGHANY","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
