Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1_Performance_Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"050110","LOMPOC VALLEY MEDICAL CENTER","1515 E OCEAN AVENUE","Lompoc","CA","93436","SANTA BARBARA","0.855716","Not Available","Not Available","Not Available","0.876911","Not Available","Not Available","Not Available","0.880066","0 out of 10","3 out of 9","3 out of 10","0.504189","7 out of 10","4 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"050111","TEMPLE COMMUNITY HOSPITAL","235 N HOOVER ST","Los Angeles","CA","90004","LOS ANGELES","0.860308","Not Available","Not Available","Not Available","0.882409","Not Available","Not Available","Not Available","0.901568","8 out of 10","9 out of 9","9 out of 10","0.443248","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","Santa Monica","CA","90404","LOS ANGELES","0.865011","10 out of 10","9 out of 9","10 out of 10","0.890994","5 out of 10","3 out of 9","5 out of 10","0.901464","8 out of 10","8 out of 9","8 out of 10","0.481677","8 out of 10","8 out of 9","8 out of 10","0.962","0 out of 10","0 out of 9","0 out of 10"
"050113","SAN MATEO MEDICAL CENTER","222 W 39TH AVE","San Mateo","CA","94403","SAN MATEO","0.858545","Not Available","Not Available","Not Available","0.881278","Not Available","Not Available","Not Available","0.890244","Not Available","Not Available","Not Available","0.481528","8 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","Escondido","CA","92025","SAN DIEGO","0.862616","10 out of 10","9 out of 9","10 out of 10","0.857790","0 out of 10","0 out of 9","0 out of 10","0.887096","2 out of 10","6 out of 9","6 out of 10","0.584480","2 out of 10","3 out of 9","3 out of 10","0.373","2 out of 10","0 out of 9","2 out of 10"
"050116","NORTHRIDGE HOSPITAL MEDICAL CENTER","18300 ROSCOE BLVD","Northridge","CA","91325","LOS ANGELES","0.839489","0 out of 10","0 out of 9","0 out of 10","0.899353","9 out of 10","9 out of 9","9 out of 10","0.883924","1 out of 10","0 out of 9","1 out of 10","0.459050","9 out of 10","7 out of 9","9 out of 10","0.656","0 out of 10","0 out of 9","0 out of 10"
"050118","DOCTORS HOSPITAL OF MANTECA","1205 E NORTH ST","Manteca","CA","95336","SAN JOAQUIN","0.854399","Not Available","Not Available","Not Available","0.873322","0 out of 10","0 out of 9","0 out of 10","0.895038","6 out of 10","0 out of 9","6 out of 10","0.526675","5 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","Hanford","CA","93230","KINGS","0.842500","Not Available","Not Available","Not Available","0.878117","0 out of 10","1 out of 9","1 out of 10","0.884671","1 out of 10","0 out of 9","1 out of 10","0.458406","9 out of 10","9 out of 9","9 out of 10","0.815","0 out of 10","0 out of 9","0 out of 10"
"050122","DAMERON HOSPITAL","525 WEST ACACIA STREET","Stockton","CA","95203","SAN JOAQUIN","0.860940","Not Available","Not Available","Not Available","0.876145","Not Available","Not Available","Not Available","0.883876","1 out of 10","0 out of 9","1 out of 10","0.679724","0 out of 10","4 out of 9","4 out of 10","0.303","3 out of 10","5 out of 9","5 out of 10"
"050124","USC VERDUGO HILLS HOSPITAL","1812 VERDUGO BLVD","Glendale","CA","91209","LOS ANGELES","0.856363","Not Available","Not Available","Not Available","0.861457","0 out of 10","0 out of 9","0 out of 10","0.877388","0 out of 10","3 out of 9","3 out of 10","0.542454","4 out of 10","4 out of 9","4 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"050125","REGIONAL MEDICAL CENTER OF SAN JOSE","225 N JACKSON AVENUE","San Jose","CA","95116","SANTA CLARA","0.865015","10 out of 10","9 out of 9","10 out of 10","0.895329","7 out of 10","0 out of 9","7 out of 10","0.876172","0 out of 10","0 out of 9","0 out of 10","0.504379","7 out of 10","7 out of 9","7 out of 10","0.596","0 out of 10","0 out of 9","0 out of 10"
"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","Van Nuys","CA","91405","LOS ANGELES","0.863928","10 out of 10","9 out of 9","10 out of 10","0.891994","6 out of 10","1 out of 9","6 out of 10","0.898521","7 out of 10","6 out of 9","7 out of 10","0.348123","10 out of 10","9 out of 9","10 out of 10","1.058","0 out of 10","3 out of 9","3 out of 10"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","Woodland","CA","95695","YOLO","0.852702","Not Available","Not Available","Not Available","0.883403","Not Available","Not Available","Not Available","0.876128","Not Available","Not Available","Not Available","0.432701","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"050128","TRI-CITY MEDICAL CENTER","4002 VISTA WAY","Oceanside","CA","92056","SAN DIEGO","0.848146","1 out of 10","0 out of 9","1 out of 10","0.850991","0 out of 10","0 out of 9","0 out of 10","0.896793","6 out of 10","7 out of 9","7 out of 10","0.588903","2 out of 10","0 out of 9","2 out of 10","0.477","0 out of 10","1 out of 9","1 out of 10"
"050129","ST BERNARDINE MEDICAL CENTER","2101 N WATERMAN AVE","San Bernardino","CA","92404","SAN BERNARDINO","0.855204","5 out of 10","4 out of 9","5 out of 10","0.866931","0 out of 10","0 out of 9","0 out of 10","0.886698","2 out of 10","0 out of 9","2 out of 10","0.413563","10 out of 10","9 out of 9","10 out of 10","0.304","3 out of 10","5 out of 9","5 out of 10"
"050131","NOVATO COMMUNITY HOSPITAL","180 ROWLAND WAY","Novato","CA","94945","MARIN","0.852454","Not Available","Not Available","Not Available","0.877488","0 out of 10","0 out of 9","0 out of 10","0.898319","7 out of 10","Not Available","7 out of 10","0.509792","6 out of 10","0 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"050132","SAN GABRIEL VALLEY MEDICAL CENTER","438 W LAS TUNAS DRIVE","San Gabriel","CA","91776","LOS ANGELES","0.859309","Not Available","Not Available","Not Available","0.888457","4 out of 10","1 out of 9","4 out of 10","0.883562","1 out of 10","0 out of 9","1 out of 10","0.480936","8 out of 10","8 out of 9","8 out of 10","0.407","1 out of 10","0 out of 9","1 out of 10"
"050133","RIDEOUT MEMORIAL HOSPITAL","726 4TH ST","Marysville","CA","95901","YUBA","0.858326","7 out of 10","6 out of 9","7 out of 10","0.888718","4 out of 10","7 out of 9","7 out of 10","0.878970","0 out of 10","4 out of 9","4 out of 10","0.496465","7 out of 10","7 out of 9","7 out of 10","1.706","0 out of 10","0 out of 9","0 out of 10"
"050135","SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD","6245 DE LONGPRE AVE","Hollywood","CA","90028","LOS ANGELES","0.865432","Not Available","Not Available","Not Available","0.884529","Not Available","Not Available","Not Available","0.892466","Not Available","Not Available","Not Available","0.425808","10 out of 10","9 out of 9","10 out of 10","1.085","0 out of 10","1 out of 9","1 out of 10"
"050136","PETALUMA VALLEY HOSPITAL","400 N MCDOWELL BLVD","Petaluma","CA","94954","SONOMA","0.864115","Not Available","Not Available","Not Available","0.876343","0 out of 10","1 out of 9","1 out of 10","0.886016","2 out of 10","3 out of 9","3 out of 10","0.387421","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"050137","KAISER FOUNDATION HOSPITAL - PANORAMA CITY","13652 CANTARA ST","Panorama City","CA","91402","LOS ANGELES","0.852472","Not Available","Not Available","Not Available","0.880439","Not Available","Not Available","Not Available","0.887253","Not Available","Not Available","Not Available","0.558798","4 out of 10","5 out of 9","5 out of 10","0.228","5 out of 10","6 out of 9","6 out of 10"
"050138","KAISER FOUNDATION HOSPITAL - LOS ANGELES","4867 SUNSET BLVD","Los Angeles","CA","90027","LOS ANGELES","0.852571","Not Available","Not Available","Not Available","0.876302","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.480548","8 out of 10","6 out of 9","8 out of 10","0.490","0 out of 10","1 out of 9","1 out of 10"
"050139","KAISER FOUNDATION HOSPITAL - DOWNEY","9333 IMPERIAL HIGHWAY","Downey","CA","90242","LOS ANGELES","0.855630","Not Available","Not Available","Not Available","0.876428","Not Available","Not Available","Not Available","0.880213","Not Available","Not Available","Not Available","0.508899","6 out of 10","5 out of 9","6 out of 10","0.124","7 out of 10","0 out of 9","7 out of 10"
"050140","KAISER FOUNDATION HOSPITAL FONTANA","9961 SIERRA AVE","Fontana","CA","92335","SAN BERNARDINO","0.848547","Not Available","Not Available","Not Available","0.878298","Not Available","Not Available","Not Available","0.875003","Not Available","Not Available","Not Available","0.530858","5 out of 10","7 out of 9","7 out of 10","0.158","6 out of 10","6 out of 9","6 out of 10"
"050145","COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA","23625 W R HOLMAN HIGHWAY","Monterey","CA","93940","MONTEREY","0.856990","6 out of 10","7 out of 9","7 out of 10","0.864894","0 out of 10","0 out of 9","0 out of 10","0.876034","0 out of 10","4 out of 9","4 out of 10","0.560408","4 out of 10","3 out of 9","4 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"050149","CALIFORNIA HOSPITAL MEDICAL CENTER LA","1401 SOUTH GRAND AVENUE","Los Angeles","CA","90015","LOS ANGELES","0.849282","Not Available","Not Available","Not Available","0.881892","1 out of 10","0 out of 9","1 out of 10","0.875917","0 out of 10","Not Available","0 out of 10","0.453172","9 out of 10","9 out of 9","9 out of 10","0.390","1 out of 10","3 out of 9","3 out of 10"
"050150","SIERRA NEVADA MEMORIAL HOSPITAL","155 GLASSON WAY","Grass Valley","CA","95945","NEVADA","0.856823","6 out of 10","7 out of 9","7 out of 10","0.879442","0 out of 10","0 out of 9","0 out of 10","0.909923","10 out of 10","9 out of 9","10 out of 10","0.426218","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"050152","SAINT FRANCIS MEMORIAL HOSPITAL","900 HYDE ST","San Francisco","CA","94109","SAN FRANCISCO","0.846919","Not Available","Not Available","Not Available","0.879517","Not Available","Not Available","Not Available","0.870660","0 out of 10","0 out of 9","0 out of 10","0.421046","10 out of 10","9 out of 9","10 out of 10","0.490","0 out of 10","0 out of 9","0 out of 10"
"050153","O'CONNOR HOSPITAL","2105 FOREST AVENUE","San Jose","CA","95128","SANTA CLARA","0.850395","2 out of 10","4 out of 9","4 out of 10","0.869417","0 out of 10","0 out of 9","0 out of 10","0.899416","8 out of 10","9 out of 9","9 out of 10","0.461767","9 out of 10","9 out of 9","9 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"050158","ENCINO HOSPITAL MEDICAL CENTER","16237 VENTURA BLVD","Encino","CA","91436","LOS ANGELES","0.866717","Not Available","Not Available","Not Available","0.887177","Not Available","Not Available","Not Available","0.893156","Not Available","Not Available","Not Available","0.439571","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"050159","VENTURA COUNTY MEDICAL CENTER","3291 LOMA VISTA RD","Ventura","CA","93003","VENTURA","0.853441","Not Available","Not Available","Not Available","0.882837","Not Available","Not Available","Not Available","0.883962","Not Available","Not Available","Not Available","0.684671","0 out of 10","0 out of 9","0 out of 10","0.762","0 out of 10","0 out of 9","0 out of 10"
"050167","SAN JOAQUIN GENERAL HOSPITAL","500 W HOSPITAL ROAD","French Camp","CA","95231","SAN JOAQUIN","0.847992","Not Available","Not Available","Not Available","0.883588","Not Available","Not Available","Not Available","0.885077","Not Available","Not Available","Not Available","0.453149","9 out of 10","9 out of 9","9 out of 10","0.802","0 out of 10","0 out of 9","0 out of 10"
"050168","ST JUDE MEDICAL CENTER","101 E VALENCIA MESA DRIVE","Fullerton","CA","92835","ORANGE","0.843382","0 out of 10","3 out of 9","3 out of 10","0.866867","0 out of 10","0 out of 9","0 out of 10","0.900220","8 out of 10","6 out of 9","8 out of 10","0.402744","10 out of 10","9 out of 9","10 out of 10","0.451","0 out of 10","3 out of 9","3 out of 10"
"050169","PRESBYTERIAN INTERCOMMUNITY HOSPITAL","12401 E WASHINGTON BLVD","Whittier","CA","90602","LOS ANGELES","0.858947","7 out of 10","0 out of 9","7 out of 10","0.891694","5 out of 10","3 out of 9","5 out of 10","0.897824","7 out of 10","0 out of 9","7 out of 10","0.486071","8 out of 10","9 out of 9","9 out of 10","0.167","6 out of 10","0 out of 9","6 out of 10"
"050174","SANTA ROSA MEMORIAL HOSPITAL","1165 MONTGOMERY DR","Santa Rosa","CA","95405","SONOMA","0.853415","4 out of 10","4 out of 9","4 out of 10","0.862125","0 out of 10","0 out of 9","0 out of 10","0.858975","0 out of 10","0 out of 9","0 out of 10","0.298780","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"050179","EMANUEL MEDICAL CENTER","825 DELBON AVE","Turlock","CA","95382","STANISLAUS","0.850321","2 out of 10","4 out of 9","4 out of 10","0.879420","0 out of 10","6 out of 9","6 out of 10","0.874125","0 out of 10","0 out of 9","0 out of 10","0.541358","5 out of 10","6 out of 9","6 out of 10","0.388","2 out of 10","6 out of 9","6 out of 10"
"050180","JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS","1601 YGNACIO VALLEY RD","Walnut Creek","CA","94598","CONTRA COSTA","0.843304","0 out of 10","0 out of 9","0 out of 10","0.886629","3 out of 10","0 out of 9","3 out of 10","0.897370","7 out of 10","4 out of 9","7 out of 10","0.615097","1 out of 10","2 out of 9","2 out of 10","0.643","0 out of 10","3 out of 9","3 out of 10"
"050189","GEORGE L MEE MEMORIAL HOSPITAL","300 CANAL STREET","King City","CA","93930","MONTEREY","Not Available","Not Available","Not Available","Not Available","0.878580","Not Available","Not Available","Not Available","0.882185","Not Available","Not Available","Not Available","0.498682","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"050191","ST MARY MEDICAL CENTER","1050 LINDEN AVE","Long Beach","CA","90813","LOS ANGELES","0.856266","Not Available","Not Available","Not Available","0.892760","6 out of 10","1 out of 9","6 out of 10","0.890406","4 out of 10","0 out of 9","4 out of 10","0.380794","10 out of 10","9 out of 9","10 out of 10","0.200","5 out of 10","6 out of 9","6 out of 10"
"050192","ADVENTIST MEDICAL CENTER - REEDLEY","372 W CYPRESS AVE","Reedley","CA","93654","FRESNO","0.851718","Not Available","Not Available","Not Available","0.874487","Not Available","Not Available","Not Available","0.875098","Not Available","Not Available","Not Available","0.550381","4 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"050194","WATSONVILLE COMMUNITY HOSPITAL","75 NIELSON STREET","Watsonville","CA","95076","SANTA CRUZ","0.848716","Not Available","Not Available","Not Available","0.865215","0 out of 10","0 out of 9","0 out of 10","0.889034","3 out of 10","2 out of 9","3 out of 10","0.526672","5 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"050195","WASHINGTON HOSPITAL","2000 MOWRY AVE","Fremont","CA","94538","ALAMEDA","0.850486","2 out of 10","0 out of 9","2 out of 10","0.876636","0 out of 10","0 out of 9","0 out of 10","0.884917","1 out of 10","1 out of 9","1 out of 10","0.547200","4 out of 10","0 out of 9","4 out of 10","0.951","0 out of 10","0 out of 9","0 out of 10"
"050197","SEQUOIA HOSPITAL","170 ALAMEDA DE LAS PULGAS","Redwood City","CA","94062","SAN MATEO","0.858506","Not Available","Not Available","Not Available","0.898863","9 out of 10","8 out of 9","9 out of 10","0.880914","0 out of 10","0 out of 9","0 out of 10","0.408640","10 out of 10","9 out of 9","10 out of 10","0.827","0 out of 10","0 out of 9","0 out of 10"
"050204","PALMDALE REGIONAL MEDICAL CENTER","38600 MEDICAL CENTER DRIVE","Palmdale","CA","93552","LOS ANGELES","0.844215","0 out of 10","Not Available","0 out of 10","0.875747","0 out of 10","0 out of 9","0 out of 10","0.886900","2 out of 10","0 out of 9","2 out of 10","0.425970","10 out of 10","9 out of 9","10 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"050205","GLENDORA COMMUNITY HOSPITAL","150 WEST ROUTE 66","Glendora","CA","91740","LOS ANGELES","0.859031","Not Available","Not Available","Not Available","0.884816","Not Available","Not Available","Not Available","0.891419","4 out of 10","1 out of 9","4 out of 10","0.478804","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"050211","ALAMEDA HOSPITAL","2070 CLINTON AVE","Alameda","CA","94501","ALAMEDA","0.853098","Not Available","Not Available","Not Available","0.879242","0 out of 10","0 out of 9","0 out of 10","0.871985","0 out of 10","0 out of 9","0 out of 10","0.422784","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","Chula Vista","CA","91911","SAN DIEGO","0.853115","4 out of 10","0 out of 9","4 out of 10","0.903731","10 out of 10","9 out of 9","10 out of 10","0.894538","5 out of 10","5 out of 9","5 out of 10","0.543112","4 out of 10","7 out of 9","7 out of 10","0.343","2 out of 10","5 out of 9","5 out of 10"
